,RMSE_Train,RMSE_Val,R²_Train,R²_Val
Gradient Boosting,9.410299348258272,37.42248578526333,0.9998458895894172,0.9973879809229669
XGBoost,10.390209034789487,51.57272862560818,0.999812126159668,0.9950392246246338
Random Forest,17.84659713929329,55.79631652666512,0.9994457114081993,0.9941933969357245
Decision Tree,7.349410580718699,59.52893603914643,0.999905999509385,0.9933905195662021
Lasso,182.51887893022777,188.7471988373738,0.942025009661384,0.9335534999117715
Ridge,182.49924899599455,188.81697532656162,0.9420374794295058,0.9335043626475198
Linear Regression,182.49294405139952,188.8477592901161,0.942041484313581,0.9334826785151421
ElasticNet,201.19720081809737,201.80500724243558,0.9295519513107078,0.9240417490237783
